V1	V2	V3	V4
HNF4A	3172	PLEKHA3	65977
HNF4A	3172	PLCXD1	55344
HNF4A	3172	PLCD3	113026
HNF4A	3172	PLCB1	23236
HNF4A	3172	PLA2G12B	84647
HNF4A	3172	PKD1P1	339044
HNF4A	3172	PJA2	9867
HNF4A	3172	PINK1	65018
HNF4A	3172	PIGS	94005
HNF4A	3172	PIGL	9487
HNF4A	3172	PIF1	80119
HNF4A	3172	PIEZO1	9780
HNF4A	3172	PI4KAP1	728233
HNF4A	3172	PHYH	5264
HNF4A	3172	PHLDB3	653583
HNF4A	3172	PHLDB2	90102
HNF4A	3172	PHF6	84295
HNF4A	3172	PHF5A	84844
HNF4A	3172	PHEX	5251
HNF4A	3172	PHB2	11331
HNF4A	3172	PHACTR4	65979
HNF4A	3172	PHACTR2	9749
HNF4A	3172	PGPEP1	54858
HNF4A	3172	PGLYRP2	114770
HNF4A	3172	PGF	5228
HNF4A	3172	PGBD1	84547
HNF4A	3172	PFKM	5213
HNF4A	3172	PERP	64065
HNF4A	3172	PDZK1	5174
HNF4A	3172	PDX1	3651
HNF4A	3172	PDE6G	5148
HNF4A	3172	PDE1A	5136
HNF4A	3172	PCSK4	54760
HNF4A	3172	PCM1	5108
HNF4A	3172	PCLO	27445
HNF4A	3172	PCGF5	84333
HNF4A	3172	PCDH9	5101
HNF4A	3172	PCDH7	5099
HNF4A	3172	PCDH17	27253
HNF4A	3172	PBX2	5089
HNF4A	3172	PATZ1	23598
HNF4A	3172	PARP4	143
HNF4A	3172	PAQR4	124222
HNF4A	3172	PANK2	80025
HNF4A	3172	PAM16	51025
HNF4A	3172	PAK6	56924
HNF4A	3172	PAK4	10298
HNF4A	3172	PAK3	5063
HNF4A	3172	PAIP2	51247
HNF4A	3172	PAFAH2	5051
HNF4A	3172	PACSIN3	29763
HNF4A	3172	PABPN1	8106
HNF4A	3172	PABPC4L	132430
HNF4A	3172	PABPC1L2B	645974
HNF4A	3172	PABPC1L2A	340529
HNF4A	3172	PA2G4P4	647033
HNF4A	3172	P2RX1	5023
HNF4A	3172	OTOP2	92736
HNF4A	3172	OTC	5009
HNF4A	3172	OSTalpha	200931
HNF4A	3172	OSTF1	26578
HNF4A	3172	OSTBETA	123264
HNF4A	3172	OSGIN1	29948
HNF4A	3172	OSBPL11	114885
HNF4A	3172	ORMDL3	94103
HNF4A	3172	ORC2	4999
HNF4A	3172	OR5B12	390191
HNF4A	3172	OR4N4	283694
HNF4A	3172	OR4N2	390429
HNF4A	3172	OR4F6	390648
HNF4A	3172	OR2F1	26211
HNF4A	3172	OR1L8	138881
HNF4A	3172	OR1L4	254973
HNF4A	3172	OGFOD2	79676
HNF4A	3172	ODC1	4953
HNF4A	3172	OAS1	4938
HNF4A	3172	NXPH1	30010
HNF4A	3172	NUMB	8650
HNF4A	3172	NUDT9	53343
HNF4A	3172	NUDT8	254552
HNF4A	3172	NUDT7	283927
HNF4A	3172	NUDCD1	84955
HNF4A	3172	NTF3	4908
HNF4A	3172	NT5C3	51251
HNF4A	3172	NSL1	25936
HNF4A	3172	NSDHL	50814
HNF4A	3172	NRG1	3084
HNF4A	3172	NRBP2	340371
HNF4A	3172	NRAS	4893
HNF4A	3172	NR2F6	2063
HNF4A	3172	NR2F2	7026
HNF4A	3172	NR2F1	7025
HNF4A	3172	NR2E1	7101
HNF4A	3172	NR0B2	8431
HNF4A	3172	NPTN	27020
HNF4A	3172	NPHS2	7827
HNF4A	3172	NPHP4	261734
HNF4A	3172	NOXO1	124056
HNF4A	3172	NOXA1	10811
HNF4A	3172	NOS1AP	9722
HNF4A	3172	NOL7	51406
HNF4A	3172	NOL12	79159
HNF4A	3172	NLGN2	57555
HNF4A	3172	NIPAL1	152519
HNF4A	3172	NIN	51199
HNF4A	3172	NID1	4811
HNF4A	3172	NHLH1	4807
HNF4A	3172	NGEF	25791
HNF4A	3172	NFKBIL1	4795
HNF4A	3172	NFIA	4774
HNF4A	3172	NFE2L2	4780
HNF4A	3172	NFATC3	4775
HNF4A	3172	NFATC2	4773
HNF4A	3172	NEUROG3	50674
HNF4A	3172	NELF	26012
HNF4A	3172	NEK3	4752
HNF4A	3172	NEK2	4751
HNF4A	3172	NEK11	79858
HNF4A	3172	NEDD9	4739
HNF4A	3172	NEAT1	283131
HNF4A	3172	NDUFS1	4719
HNF4A	3172	NDUFA6	4700
HNF4A	3172	NCOA4	8031
HNF4A	3172	NCOA2	10499
HNF4A	3172	NAV2-AS5	100874012
HNF4A	3172	NAV1	89796
HNF4A	3172	NAPEPLD	222236
HNF4A	3172	NADK	65220
HNF4A	3172	N4BP2L1	90634
HNF4A	3172	N4BP2	55728
HNF4A	3172	MYT1	4661
HNF4A	3172	MYOD1	4654
HNF4A	3172	MYL12B	103910
HNF4A	3172	MYH10	4628
HNF4A	3172	MYD88	4615
HNF4A	3172	MYBPH	4608
HNF4A	3172	MXI1	4601
HNF4A	3172	MUTED-TXNDC5	100526836
HNF4A	3172	MUTED	63915
HNF4A	3172	MTUS1	57509
HNF4A	3172	MTRNR2L2	100462981
HNF4A	3172	MTPAP	55149
HNF4A	3172	MTMR4	9110
HNF4A	3172	MTM1	4534
HNF4A	3172	MTFP1	51537
HNF4A	3172	MTA1	9112
HNF4A	3172	MT1F	4494
HNF4A	3172	MSH3	4437
HNF4A	3172	MRPL45	84311
HNF4A	3172	MRPL40	64976
HNF4A	3172	MRPL2	51069
HNF4A	3172	MPPED2	744
HNF4A	3172	MPP5	64398
HNF4A	3172	MPND	84954
HNF4A	3172	MPL	4352
HNF4A	3172	MOV10L1	54456
HNF4A	3172	MORF4L1	10933
HNF4A	3172	MOGAT3	346606
HNF4A	3172	MNS1	55329
HNF4A	3172	MMACHC	25974
HNF4A	3172	MLST8	64223
HNF4A	3172	MLF2	8079
HNF4A	3172	MIR99A	407055
HNF4A	3172	MIR933	100126350
HNF4A	3172	MIR9-2	407047
HNF4A	3172	MIR718	100313781
HNF4A	3172	MIR634	693219
HNF4A	3172	MIR629	693214
HNF4A	3172	MIR608	693193
HNF4A	3172	MIR5698	100847024
HNF4A	3172	MIR5587	100847028
HNF4A	3172	MIR548AO	100847068
HNF4A	3172	MIR548AE2	100616339
HNF4A	3172	MIR497HG	100506755
HNF4A	3172	MIR497	574456
HNF4A	3172	MIR4792	100616448
HNF4A	3172	MIR4779	100616159
HNF4A	3172	MIR4775	100616361
HNF4A	3172	MIR4761	100616414
HNF4A	3172	MIR4746	100616371
HNF4A	3172	MIR4734	100616203
HNF4A	3172	MIR4710	100616300
HNF4A	3172	MIR4691	100616403
HNF4A	3172	MIR4664	100616318
HNF4A	3172	MIR4653	100616117
HNF4A	3172	MIR4649	100616346
HNF4A	3172	MIR4648	100616116
HNF4A	3172	MIR455	619556
HNF4A	3172	MIR4540	100616278
HNF4A	3172	MIR4530	100616163
HNF4A	3172	MIR4505	100616158
HNF4A	3172	MIR4492	100616376
HNF4A	3172	MIR4476	100616456
HNF4A	3172	MIR4450	100616299
HNF4A	3172	MIR3939	100500857
HNF4A	3172	MIR3925	100500885
HNF4A	3172	MIR3684	100500867
HNF4A	3172	MIR3658	100500832
HNF4A	3172	MIR3529	100616238
HNF4A	3172	MIR3193	100422904
HNF4A	3172	MIR3178	100422974
HNF4A	3172	MIR3175	100422995
HNF4A	3172	MIR3128	100422824
HNF4A	3172	MIR26B	407017
HNF4A	3172	MIR22HG	84981
HNF4A	3172	MIR22	407004
HNF4A	3172	MIR200C	406985
HNF4A	3172	MIR195	406971
HNF4A	3172	MIR1469	100302258
HNF4A	3172	MIR141	406933
HNF4A	3172	MIR1250	100302229
HNF4A	3172	MIR1236	100302242
HNF4A	3172	MIR1180	100302256
HNF4A	3172	MIF	4282
HNF4A	3172	MGST2	4258
HNF4A	3172	MGAT2	4247
HNF4A	3172	MFSD10	10227
HNF4A	3172	METTL7B	196410
HNF4A	3172	MEP1A	4224
HNF4A	3172	MEGF8	1954
HNF4A	3172	MED8	112950
HNF4A	3172	MDM2	4193
HNF4A	3172	MDK	4192
HNF4A	3172	MDGA1	266727
HNF4A	3172	MCTP2	55784
HNF4A	3172	MC1R	4157
HNF4A	3172	MBNL3	55796
HNF4A	3172	MBNL2	10150
HNF4A	3172	MBL2	4153
HNF4A	3172	MASP2	10747
HNF4A	3172	MARCH9	92979
HNF4A	3172	MARCH8	220972
HNF4A	3172	MARC1	64757
HNF4A	3172	MAPK9	5601
HNF4A	3172	MAPK8IP1	9479
HNF4A	3172	MAPK7	5598
HNF4A	3172	MAP4K3	8491
HNF4A	3172	MAP4K2	5871
HNF4A	3172	MAP3K11	4296
HNF4A	3172	MAP2K3	5606
HNF4A	3172	MAOB	4129
HNF4A	3172	MANBAL	63905
HNF4A	3172	MAN2C1	4123
HNF4A	3172	MALSU1	115416
HNF4A	3172	MAFG	4097
HNF4A	3172	MAF	4094
HNF4A	3172	LZTR1	8216
HNF4A	3172	LZIC	84328
HNF4A	3172	LURAP1L	286343
HNF4A	3172	LTV1	84946
HNF4A	3172	LTBP1	4052
HNF4A	3172	LTB4R2	56413
HNF4A	3172	LTB4R	1241
HNF4A	3172	LTB	4050
HNF4A	3172	LSM7	51690
HNF4A	3172	LSM5	23658
HNF4A	3172	LRRC8E	80131
HNF4A	3172	LRRC29	26231
HNF4A	3172	LRRC1	55227
HNF4A	3172	LRR1	122769
HNF4A	3172	LRP10	26020
HNF4A	3172	LRP1	4035
HNF4A	3172	LPP-AS2	339929
HNF4A	3172	LPIN3	64900
HNF4A	3172	LOC730183	730183
HNF4A	3172	LOC728743	728743
HNF4A	3172	LOC728724	728724
HNF4A	3172	LOC728558	728558
HNF4A	3172	LOC645166	645166
HNF4A	3172	LOC595101	595101
HNF4A	3172	LOC553103	553103
HNF4A	3172	LOC550112	550112
HNF4A	3172	LOC400927	400927
HNF4A	3172	LOC400620	400620
HNF4A	3172	LOC388387	388387
HNF4A	3172	LOC344887	344887
HNF4A	3172	LOC338651	338651
HNF4A	3172	LOC285456	285456
HNF4A	3172	LOC285419	285419
HNF4A	3172	LOC285074	285074
HNF4A	3172	LOC219347	219347
HNF4A	3172	LOC201617	201617
HNF4A	3172	LOC150381	150381
HNF4A	3172	LOC148709	148709
HNF4A	3172	LOC145837	145837
HNF4A	3172	LOC144481	144481
HNF4A	3172	LOC143666	143666
HNF4A	3172	LOC100507567	100507567
HNF4A	3172	LOC100507547	100507547
HNF4A	3172	LOC100507410	100507410
HNF4A	3172	LOC100507203	100507203
HNF4A	3172	LOC100506888	100506888
HNF4A	3172	LOC100506746	100506746
HNF4A	3172	LOC100506713	100506713
HNF4A	3172	LOC100506585	100506585
HNF4A	3172	LOC100506469	100506469
HNF4A	3172	LOC100506394	100506394
HNF4A	3172	LOC100506368	100506368
HNF4A	3172	LOC100506195	100506195
HNF4A	3172	LOC100506012	100506012
HNF4A	3172	LOC100505876	100505876
HNF4A	3172	LOC100505583	100505583
HNF4A	3172	LOC100499489	100499489
HNF4A	3172	LOC100498859	100498859
HNF4A	3172	LOC100302650	100302650
HNF4A	3172	LOC100293534	100293534
HNF4A	3172	LOC100190940	100190940
HNF4A	3172	LOC100144603	100144603
HNF4A	3172	LOC100132111	100132111
HNF4A	3172	LOC100130705	100130705
HNF4A	3172	LOC100130691	100130691
HNF4A	3172	LOC100130581	100130581
HNF4A	3172	LOC100129518	100129518
HNF4A	3172	LOC100129345	100129345
HNF4A	3172	LOC100129046	100129046
HNF4A	3172	LOC100129034	100129034
HNF4A	3172	LOC100128787	100128787
HNF4A	3172	LOC100128568	100128568
HNF4A	3172	LOC100128361	100128361
HNF4A	3172	LOC100128338	100128338
HNF4A	3172	LMNA	4000
HNF4A	3172	LINS	55180
HNF4A	3172	LINC00577	100113403
HNF4A	3172	LINC00568	100874054
HNF4A	3172	LINC00526	147525
HNF4A	3172	LINC00313	114038
HNF4A	3172	LINC00304	283860
HNF4A	3172	LINC00242	401288
HNF4A	3172	LINC00167	440072
HNF4A	3172	LINC00112	54089
HNF4A	3172	LINC-ROR	100885779
HNF4A	3172	LIN52	91750
HNF4A	3172	LIMS2	55679
HNF4A	3172	LIME1	54923
HNF4A	3172	LHB	3972
HNF4A	3172	LGALS2	3957
HNF4A	3172	LEMD2	221496
HNF4A	3172	LEFTY1	10637
HNF4A	3172	LDHD	197257
HNF4A	3172	LCK	3932
HNF4A	3172	LCE1D	353134
HNF4A	3172	LCAT	3931
HNF4A	3172	LAPTM4A	9741
HNF4A	3172	LAMB2	3913
HNF4A	3172	LAMA5	3911
HNF4A	3172	LAD1	3898
HNF4A	3172	KYNU	8942
HNF4A	3172	KRTAP5-7	440050
HNF4A	3172	KRTAP3-1	83896
HNF4A	3172	KRT8	3856
HNF4A	3172	KRCC1	51315
HNF4A	3172	KNCN	148930
HNF4A	3172	KLHL33	123103
HNF4A	3172	KLHL28	54813
HNF4A	3172	KLHL24	54800
HNF4A	3172	KLHDC7B	113730
HNF4A	3172	KLF6	1316
HNF4A	3172	KIF21A	55605
HNF4A	3172	KIF16B	55614
HNF4A	3172	KIAA1522	57648
HNF4A	3172	KIAA0664	23277
HNF4A	3172	KIAA0284	283638
HNF4A	3172	KHNYN	23351
HNF4A	3172	KDM6B	23135
HNF4A	3172	KDM2A	22992
HNF4A	3172	KCNQ1	3784
HNF4A	3172	KCNE1L	23630
HNF4A	3172	KANK2	25959
HNF4A	3172	KANK1	23189
HNF4A	3172	JUND	3727
HNF4A	3172	JPH1	56704
HNF4A	3172	JAK3	3718
HNF4A	3172	IYD	389434
HNF4A	3172	ITIH1	3697
HNF4A	3172	ITGAE	3682
HNF4A	3172	ISYNA1	51477
HNF4A	3172	IST1	9798
HNF4A	3172	ISPD	729920
HNF4A	3172	ISL1	3670
HNF4A	3172	ISG20L2	81875
HNF4A	3172	IRF5	3663
HNF4A	3172	IRF2BP2	359948
HNF4A	3172	IRAK1	3654
HNF4A	3172	IPO13	9670
HNF4A	3172	INTS9	55756
HNF4A	3172	INSR	3643
HNF4A	3172	INSIG2	51141
HNF4A	3172	INPP5K	51763
HNF4A	3172	INO80E	283899
HNF4A	3172	INHA	3623
HNF4A	3172	INF2	64423
HNF4A	3172	INCA1	388324
HNF4A	3172	IMMT	10989
HNF4A	3172	IL7	3574
HNF4A	3172	IL31	386653
HNF4A	3172	IL20RB	53833
HNF4A	3172	IL1RN	3557
HNF4A	3172	IL17RB	55540
HNF4A	3172	IL13RA1	3597
HNF4A	3172	IGSF23	147710
HNF4A	3172	IFIT3	3437
HNF4A	3172	IFIH1	64135
HNF4A	3172	IFFO1	25900
HNF4A	3172	IER5	51278
HNF4A	3172	IDH1-AS1	100507475
HNF4A	3172	ICAM2	3384
HNF4A	3172	IBTK	25998
HNF4A	3172	HYAL2	8692
HNF4A	3172	HTT	3064
HNF4A	3172	HTR1D	3352
HNF4A	3172	HSPBP1	23640
HNF4A	3172	HSPA2	3306
HNF4A	3172	HSPA1B	3304
HNF4A	3172	HSD17B4	3295
HNF4A	3172	HSD17B13	345275
HNF4A	3172	HSD17B11	51170
HNF4A	3172	HS6ST2	90161
HNF4A	3172	HRH1	3269
HNF4A	3172	HPS1	3257
HNF4A	3172	HPCAL1	3241
HNF4A	3172	HP	3240
HNF4A	3172	HOXC6	3223
HNF4A	3172	HOXB5	3215
HNF4A	3172	HOXA4	3201
HNF4A	3172	HOXA3	3200
HNF4A	3172	HOOK2	29911
HNF4A	3172	HOMER3	9454
HNF4A	3172	HNRNPD	3184
HNF4A	3172	HNMT	3176
HNF4A	3172	HNF1A	6927
HNF4A	3172	HMOX1	3162
HNF4A	3172	HIST1H4K	8362
HNF4A	3172	HIST1H4J	8363
HNF4A	3172	HIST1H4H	8365
HNF4A	3172	HIST1H3H	8357
HNF4A	3172	HIST1H2AI	8329
HNF4A	3172	HIPK2	28996
HNF4A	3172	HIPK1	204851
HNF4A	3172	HILS1	373861
HNF4A	3172	HILPDA	29923
HNF4A	3172	HES3	390992
HNF4A	3172	HELZ	9931
HNF4A	3172	HEATR4	399671
HNF4A	3172	HDLBP	3069
HNF4A	3172	HBXIP	10542
HNF4A	3172	HBP1	26959
HNF4A	3172	HAGH	3029
HNF4A	3172	HADHA	3030
HNF4A	3172	HADH	3033
HNF4A	3172	HACL1	26061
HNF4A	3172	HAAO	23498
HNF4A	3172	H2AFY	9555
HNF4A	3172	H2AFX	3014
HNF4A	3172	GYS2	2998
HNF4A	3172	GXYLT2	727936
HNF4A	3172	GVINP1	387751
HNF4A	3172	GTPBP3	84705
HNF4A	3172	GTPBP1	9567
HNF4A	3172	GSTO2	119391
HNF4A	3172	GSPT1	2935
HNF4A	3172	GSN	2934
HNF4A	3172	GRTP1	79774
HNF4A	3172	GRIN2C	2905
HNF4A	3172	GRHL1	29841
HNF4A	3172	GPX4	2879
HNF4A	3172	GPT	2875
HNF4A	3172	GPR18	2841
HNF4A	3172	GPR179	440435
HNF4A	3172	GPR143	4935
HNF4A	3172	GPR124	25960
HNF4A	3172	GPR113	165082
HNF4A	3172	GPR108	56927
HNF4A	3172	GPN2	54707
HNF4A	3172	GPD1	2819
HNF4A	3172	GOLT1A	127845
HNF4A	3172	GOLPH3	64083
HNF4A	3172	GOLGA4	2803
HNF4A	3172	GNS	2799
HNF4A	3172	GNL3	26354
HNF4A	3172	GNG4	2786
HNF4A	3172	GNAZ	2781
HNF4A	3172	GNAL	2774
HNF4A	3172	GMNN	51053
HNF4A	3172	GLTPD2	388323
HNF4A	3172	GLRX2	51022
HNF4A	3172	GLRX	2745
HNF4A	3172	GLG1	2734
HNF4A	3172	GIP	2695
HNF4A	3172	GHRLOS	100126793
HNF4A	3172	GHITM	27069
HNF4A	3172	GGT1	2678
HNF4A	3172	GGNBP2	79893
HNF4A	3172	GGA1	26088
HNF4A	3172	GFI1B	8328
HNF4A	3172	GEMIN6	79833
HNF4A	3172	GDI2	2665
HNF4A	3172	GDF7	151449
HNF4A	3172	GCLC	2729
HNF4A	3172	GCDH	2639
HNF4A	3172	GCC2	9648
HNF4A	3172	GBX1	2636
HNF4A	3172	GAPDH	2597
HNF4A	3172	GALT	2592
HNF4A	3172	GALK1	2584
HNF4A	3172	GALE	2582
HNF4A	3172	GAL3ST3	89792
HNF4A	3172	GAL3ST1	9514
HNF4A	3172	GABRR2	2570
HNF4A	3172	G6PC	2538
HNF4A	3172	G0S2	50486
HNF4A	3172	FZD5	7855
HNF4A	3172	FXYD7	53822
HNF4A	3172	FXYD1	5348
HNF4A	3172	FUT5	2527
HNF4A	3172	FUT1	2523
HNF4A	3172	FTSJ3	117246
HNF4A	3172	FTSJ2	29960
HNF4A	3172	FOXQ1	94234
HNF4A	3172	FOXP1	27086
HNF4A	3172	FOXE3	2301
HNF4A	3172	FOXD2	2306
HNF4A	3172	FOXA2	3170
HNF4A	3172	FNIP1	96459
HNF4A	3172	FNDC4	64838
HNF4A	3172	FLVCR2	55640
HNF4A	3172	FLOT1	10211
HNF4A	3172	FLJ31485	440119
HNF4A	3172	FLJ22763	401081
HNF4A	3172	FLJ16341	400957
HNF4A	3172	FLJ13197	79667
HNF4A	3172	FKBP15	23307
HNF4A	3172	FKBP10	60681
HNF4A	3172	FGF14-IT1	283480
HNF4A	3172	FGF13	2258
HNF4A	3172	FGB	2244
HNF4A	3172	FES	2242
HNF4A	3172	FCHO2	115548
HNF4A	3172	FBXW5	54461
HNF4A	3172	FBXO11	80204
HNF4A	3172	FBXL6	26233
HNF4A	3172	FBRSL1	57666
HNF4A	3172	FBLN1	2192
HNF4A	3172	FBLL1	345630
HNF4A	3172	FAT4	79633
HNF4A	3172	FASN	2194
HNF4A	3172	FARS2	10667
HNF4A	3172	FANCC	2176
HNF4A	3172	FAM98B	283742
HNF4A	3172	FAM86C1	55199
HNF4A	3172	FAM86A	196483
HNF4A	3172	FAM83H	286077
HNF4A	3172	FAM83C	128876
HNF4A	3172	FAM82A1	151393
HNF4A	3172	FAM72D	728833
HNF4A	3172	FAM72B	653820
HNF4A	3172	FAM72A	729533
HNF4A	3172	FAM35A	54537
HNF4A	3172	FAM219A	203259
HNF4A	3172	FAM200B	285550
HNF4A	3172	FAM19A2	338811
HNF4A	3172	FAM195A	84331
HNF4A	3172	FAM192A	80011
HNF4A	3172	FAM185A	222234
HNF4A	3172	FAM170A	340069
HNF4A	3172	FAM169A	26049
HNF4A	3172	FAM154B	283726
HNF4A	3172	FAM136A	84908
HNF4A	3172	FAM131A	131408
HNF4A	3172	FAM108B1	51104
HNF4A	3172	FAM101B	359845
HNF4A	3172	FADS3	3995
HNF4A	3172	FADS2	9415
HNF4A	3172	FABP2	2169
HNF4A	3172	F7	2155
HNF4A	3172	EYA4	2070
HNF4A	3172	EXOSC9	5393
HNF4A	3172	EXOC5	10640
HNF4A	3172	EXOC3L4	91828
HNF4A	3172	ETV2	2116
HNF4A	3172	ETFDH	2110
HNF4A	3172	ETFB	2109
HNF4A	3172	ETFA	2108
HNF4A	3172	ESRRA	2101
HNF4A	3172	ERRFI1	54206
HNF4A	3172	ERN1	2081
HNF4A	3172	ERI3	79033
HNF4A	3172	ERGIC1	57222
HNF4A	3172	ERBB2	2064
HNF4A	3172	EPS8L3	79574
HNF4A	3172	EPHX2	2053
HNF4A	3172	EPB49	2039
HNF4A	3172	EPB41	2035
HNF4A	3172	EP400NL	347918
HNF4A	3172	ENTPD8	377841
HNF4A	3172	ENTPD2	954
HNF4A	3172	ENPP7	339221
HNF4A	3172	ENPP3	5169
HNF4A	3172	ENPEP	2028
HNF4A	3172	ENOPH1	58478
HNF4A	3172	ENO3	2027
HNF4A	3172	ENO2	2026
HNF4A	3172	ENC1	8507
HNF4A	3172	EMX2OS	196047
HNF4A	3172	ELF3	1999
HNF4A	3172	ELF1	1997
HNF4A	3172	ELAVL4	1996
HNF4A	3172	EIF5A	1984
HNF4A	3172	EIF5	1983
HNF4A	3172	EIF4G1	1981
HNF4A	3172	EIF2B4	8890
HNF4A	3172	EHMT1	79813
HNF4A	3172	EHBP1	23301
HNF4A	3172	EFCAB4A	283229
HNF4A	3172	EEFSEC	60678
HNF4A	3172	EEF1B2	1933
HNF4A	3172	EEF1A1	1915
HNF4A	3172	ECI2	10455
HNF4A	3172	ECHDC2	55268
HNF4A	3172	E2F5	1875
HNF4A	3172	DYNLRB1	83658
HNF4A	3172	DYNLL1	8655
HNF4A	3172	DUSP6	1848
HNF4A	3172	DUSP15	128853
HNF4A	3172	DTX3	196403
HNF4A	3172	DTX2	113878
HNF4A	3172	DTL	51514
HNF4A	3172	DRG2	1819
HNF4A	3172	DPP6	1804
HNF4A	3172	DPF3	8110
HNF4A	3172	DOK7	285489
HNF4A	3172	DOK4	55715
HNF4A	3172	DOCK7	85440
HNF4A	3172	DOCK6	57572
HNF4A	3172	DOC2GP	390213
HNF4A	3172	DNPEP	23549
HNF4A	3172	DNMT3A	1788
HNF4A	3172	DNMBP-AS1	100188954
HNF4A	3172	DNER	92737
HNF4A	3172	DNAJC25-GNG10	552891
HNF4A	3172	DNAJC25	548645
HNF4A	3172	DNAJC22	79962
HNF4A	3172	DNAJC19	131118
HNF4A	3172	DNAJC15	29103
HNF4A	3172	DNAJC14	85406
HNF4A	3172	DNAJA2	10294
HNF4A	3172	DNAI1	27019
HNF4A	3172	DMAP1	55929
HNF4A	3172	DLG4	1742
HNF4A	3172	DKFZP434K028	26070
HNF4A	3172	DHX35	60625
HNF4A	3172	DHFR	1719
HNF4A	3172	DES	1674
HNF4A	3172	DENND5B-AS1	100874249
HNF4A	3172	DECR2	26063
HNF4A	3172	DDO	8528
HNF4A	3172	DDIT3	1649
HNF4A	3172	DDI2	84301
HNF4A	3172	DDB1	1642
HNF4A	3172	DCTN6	10671
HNF4A	3172	DCTN5	84516
HNF4A	3172	DCTN1	1639
HNF4A	3172	DCLRE1C	64421
HNF4A	3172	DCAF11	80344
HNF4A	3172	DBI	1622
HNF4A	3172	DAAM1	23002
HNF4A	3172	CYP8B1	1582
HNF4A	3172	CYP4F12	66002
HNF4A	3172	CYP4A11	1579
HNF4A	3172	CYP2D6	1565
HNF4A	3172	CYP2B7P1	1556
HNF4A	3172	CYP27A1	1593
HNF4A	3172	CYP1A1	1543
HNF4A	3172	CYB5R3	1727
HNF4A	3172	CXorf65	158830
HNF4A	3172	CXorf1	9142
HNF4A	3172	CXXC4	80319
HNF4A	3172	CXCL17	284340
HNF4A	3172	CUEDC2	79004
HNF4A	3172	CTDSP1	58190
HNF4A	3172	CTAGE5	4253
HNF4A	3172	CSTF1	1477
HNF4A	3172	CSNK2B	1460
HNF4A	3172	CSNK1A1	1452
HNF4A	3172	CSF3R	1441
HNF4A	3172	CRYZL1	9946
HNF4A	3172	CRYGC	1420
HNF4A	3172	CRYBB2P1	1416
HNF4A	3172	CRY2	1408
HNF4A	3172	CRIPT	9419
HNF4A	3172	CREB5	9586
HNF4A	3172	CREB3L3	84699
HNF4A	3172	CRABP2	1382
HNF4A	3172	CPPED1	55313
HNF4A	3172	CPA2	1358
HNF4A	3172	COX20	116228
HNF4A	3172	CORO1C	23603
HNF4A	3172	COQ6	51004
HNF4A	3172	COQ5	84274
HNF4A	3172	COPS4	51138
HNF4A	3172	COMT	1312
HNF4A	3172	COL18A1-AS1	378832
HNF4A	3172	COL13A1	1305
HNF4A	3172	COL11A2	1302
HNF4A	3172	COG7	91949
HNF4A	3172	COBRA1	25920
HNF4A	3172	CNTF	1270
HNF4A	3172	CNOT2	4848
HNF4A	3172	CNOT1	23019
HNF4A	3172	CLSTN3	9746
HNF4A	3172	CLSPN	63967
HNF4A	3172	CLN6	54982
HNF4A	3172	CLEC18C	283971
HNF4A	3172	CLDN9	9080
HNF4A	3172	CLDN19	149461
HNF4A	3172	CLDN14	23562
HNF4A	3172	CKMT1B	1159
HNF4A	3172	CKMT1A	548596
HNF4A	3172	CIZ1	25792
HNF4A	3172	CITED2	10370
HNF4A	3172	CITED1	4435
HNF4A	3172	CISD3	284106
HNF4A	3172	CHRNA4	1137
HNF4A	3172	CHP1	11261
HNF4A	3172	CHD9	80205
HNF4A	3172	CHD3	1107
HNF4A	3172	CHCHD8	51287
HNF4A	3172	CHCHD10	400916
HNF4A	3172	CFI	3426
HNF4A	3172	CERK	64781
HNF4A	3172	CEP68	23177
HNF4A	3172	CELSR3	1951
HNF4A	3172	CEBPB	1051
HNF4A	3172	CEBPA	1050
HNF4A	3172	CEACAM18	729767
HNF4A	3172	CDX1	1044
HNF4A	3172	CDKN1A	1026
HNF4A	3172	CDK16	5127
HNF4A	3172	CDK11B	984
HNF4A	3172	CDK11A	728642
HNF4A	3172	CDHR5	53841
HNF4A	3172	CDHR2	54825
HNF4A	3172	CDH23	64072
HNF4A	3172	CDC6	990
HNF4A	3172	CDC34	997
HNF4A	3172	CDC14B	8555
HNF4A	3172	CD86	942
HNF4A	3172	CD302	9936
HNF4A	3172	CD160	11126
HNF4A	3172	CD151	977
HNF4A	3172	CCS	9973
HNF4A	3172	CCR10	2826
HNF4A	3172	CCNT2	905
HNF4A	3172	CCNL1	57018
HNF4A	3172	CCL27	10850
HNF4A	3172	CCL16	6360
HNF4A	3172	CCL15	6359
HNF4A	3172	CCL14-CCL15	348249
HNF4A	3172	CCDC93	54520
HNF4A	3172	CCDC90B	60492
HNF4A	3172	CCDC90A	63933
HNF4A	3172	CCDC8	83987
HNF4A	3172	CCDC72	51372
HNF4A	3172	CCDC71	64925
HNF4A	3172	CCDC42	146849
HNF4A	3172	CCDC159	126075
HNF4A	3172	CCDC151	115948
HNF4A	3172	CCDC148	130940
HNF4A	3172	CCDC146	57639
HNF4A	3172	CCDC130	81576
HNF4A	3172	CCDC129	223075
HNF4A	3172	CCDC115	84317
HNF4A	3172	CCDC108	255101
HNF4A	3172	CCDC106	29903
HNF4A	3172	CBX3P2	645158
HNF4A	3172	CBR1	873
