	mi2		
17377.5	23616.4	0.4071647	0.4214123
17377.5	222611.4	0.05663217	0.05861386
17377.5	25959.4	0.1498992	0.1551445
17377.5	64145.4	0.09326965	0.09653337
3580.5	6257.4	0.164121	0.169864
3580.5	5594.4	0.09414326	0.09743755
3580.5	2260.4	0.1921007	0.1988228
3580.5	4092.4	0.1417022	0.1466607
3580.5	112950.4	0.06744094	0.06980085
3580.5	1810.4	0.2234492	0.2312682
3580.5	9422.4	0.06669295	0.06902668
3580.5	3939.4	0	0
3580.5	821.4	0	0
3580.5	10238.4	0.1105243	0.1143918
3580.5	55023.4	0.1068216	0.1105596
3580.5	200081.4	0.06830836	0.07069863
3580.5	23367.4	0.07794939	0.08067702
3580.5	2055.4	0.05304732	0.05490357
3580.5	79869.4	0.01563168	0.01617866
3580.5	3054.4	0.1137599	0.1177406
3580.5	204851.4	0.1451278	0.1502061
3580.5	10949.4	0.1319708	0.1365888
3580.5	4644.4	0.09988939	0.1033847
3580.5	4548.4	0.19676	0.203645
3580.5	3692.4	0.01843799	0.01908317
3580.5	26035.4	0.060271	0.06238001
3580.5	57568.4	0.2374975	0.2458081
3580.5	2039.4	0.2183461	0.2259866
3580.5	11102.4	0.2660719	0.2753824
3580.5	23092.4	0.2544075	0.2633098
3580.5	1871.4	0.1473729	0.1525298
3580.5	5229.4	0.07930675	0.08208187
3580.5	84159.4	0.1203857	0.1245983
3580.5	219899.4	0.1410987	0.1460361
3580.5	10628.4	0.1780518	0.1842822
3580.5	22862.4	0.09782201	0.101245
3580.5	57697.4	0.1123933	0.1163262
3580.5	148479.4	0.05740276	0.05941141
3580.5	140775.4	0.2419232	0.2503886
3580.5	5586.4	0.1431129	0.1481207
3580.5	10794.4	0.05782469	0.0598481
3580.5	85364.4	0.1749419	0.1810635
3580.5	10336.4	0.07981164	0.08260443
3580.5	6659.4	0.1913693	0.1980658
3580.5	22875.4	0.2112464	0.2186384
3580.5	403341.4	0.2611798	0.270319
3580.5	127829.4	0.1043453	0.1079966
3580.5	2739.4	0.1269947	0.1314385
3580.5	5887.4	0.02579633	0.026699
3580.5	8027.4	0.247738	0.2564069
3580.5	3185.4	0.02914597	0.03016585
3580.5	1182.4	0.02405815	0.0249
3580.5	23660.4	0.1290051	0.1335193
3580.5	23522.4	0.07201134	0.07453118
3580.5	657.4	0.110668	0.1145406
3580.5	90594.4	0.1696825	0.17562
3580.5	10981.4	0.09291749	0.09616888
3580.5	149420.4	0.121444	0.1256936
3580.5	116064.4	0.1278585	0.1323326
3580.5	27342.4	0.01527651	0.01581107
3580.5	8331.4	0.1199087	0.1241045
3580.5	4162.4	0.1466918	0.1518249
3580.5	10103.4	0.1771041	0.1833014
3580.5	133.4	0.195595	0.2024393
3580.5	100170841.4	0.08197321	0.08484164
3580.5	80315.4	0.1872511	0.1938035
3580.5	2742.4	0.08420865	0.0871553
3580.5	120776.4	0.02577722	0.02667922
3580.5	286144.4	0.1022086	0.1057851
3580.5	131450.4	0.05258348	0.0544235
3580.5	5680.4	0.07954138	0.08232471
3580.5	84898.4	0.1461834	0.1512987
3580.5	79184.4	0.1226079	0.1268983
3580.5	93550.4	0.08365107	0.08657821
3580.5	4939.4	0.1744916	0.1805975
3580.5	5671.4	0.06954239	0.07197584
3580.5	9263.4	0.1746497	0.1807611
3580.5	9957.4	0.0505714	0.052341
3580.5	7128.4	0.1761405	0.1823041
3580.5	57210.4	0.1951857	0.2020157
3580.5	5335.4	0.1112856	0.1151798
3580.5	9326.4	0.1273892	0.1318468
3580.5	30845.4	0.02189665	0.02266287
3580.5	57720.4	0.1610466	0.166682
3580.5	8550.4	0.1134241	0.1173931
3580.5	10451.4	0.1847266	0.1911906
3580.5	255488.4	0.2156358	0.2231814
3580.5	283554.4	0.1275983	0.1320633
3580.5	23109.4	0.1668274	0.172665
3580.5	8655.4	0.0276167	0.02858307
3580.5	113622.4	0.2447694	0.2533344
3580.5	7495.4	0.189708	0.1963463
3580.5	64397.4	0.1373663	0.142173
3580.5	23271.4	0.2156398	0.2231855
3580.5	11153.4	0.143534	0.1485566
3580.5	9360.4	0.09737196	0.1007792
3580.5	5194.4	0.1446331	0.1496941
3580.5	149478.4	0.1145912	0.118601
3580.5	3459.4	0.2051467	0.2123252
3580.5	55147.4	0.122006	0.1262752
3580.5	8928.4	0.2517752	0.2605853
3580.5	5872.4	0.1262528	0.1306707
3580.5	5896.4	0.1065822	0.1103118
3580.5	55041.4	0.3370116	0.3488044
3580.5	55124.4	0.1898984	0.1965433
3580.5	53339.4	0.1640307	0.1697705
3580.5	105.4	0.2972457	0.307647
3580.5	113828.4	0.182237	0.1886139
3580.5	79077.4	0.08214046	0.08501474
3580.5	1510.4	0.3125742	0.3235119
3580.5	151648.4	0.237588	0.2459017
3580.5	116028.4	0.1817275	0.1880866
3580.5	387328.4	0.2572211	0.2662218
3580.5	143425.4	0.05634844	0.0583202
3580.5	26235.4	0.1439894	0.149028
3580.5	23760.4	0.1301895	0.1347451
3580.5	2218.4	0.1522519	0.1575796
3580.5	654790.4	0.2471231	0.2557705
3580.5	4139.4	0.2358892	0.2441434
3580.5	116255.4	0.3257936	0.3371938
3580.5	51161.4	0.1428987	0.1478991
3580.5	93109.4	0.2004239	0.2074372
3580.5	22881.4	0.2236313	0.2314567
3580.5	79085.4	0.2881936	0.2982781
3580.5	3052.4	0.1373427	0.1421487
3580.5	7566.4	0.1244248	0.1287787
3580.5	1270.4	0.08071882	0.08354336
14142.5	3480.4	0.2255043	0.2333952
14142.5	10413.4	0.1505775	0.1558466
14142.5	3845.4	0.1370306	0.1418256
14142.5	894.4	0.2571939	0.2661937
14142.5	80829.4	0.04292136	0.04442327
14142.5	134266.4	0.1561189	0.1615818
14142.5	8799.4	0.1493303	0.1545557
14142.5	146223.4	0.1847656	0.191231
14142.5	375035.4	0.1814601	0.1878098
14142.5	2280.4	0.01512886	0.01565825
14142.5	161742.4	0.1271113	0.1315592
14142.5	3320.4	0	0
14142.5	6429.4	0.173544	0.1796167
14142.5	415116.4	0.242058	0.2505282
14142.5	5501.4	0.146185	0.1513004
14142.5	5814.4	0.1359695	0.1407274
14142.5	203068.4	0	0
14142.5	7415.4	0	0
14142.5	6651.4	0.1147702	0.1187862
14142.5	1849.4	0.3432638	0.3552754
14142.5	7280.4	0.1156273	0.1196734
14142.5	6229.4	0	0
14142.5	100113407.4	0.2100946	0.2174463
14142.5	2193.4	0.07619303	0.0788592
14142.5	56889.4	0.000742885	0.0007688802
14142.5	1072.4	0	0
14142.5	2794.4	0.09004372	0.09319456
14142.5	4193.4	0.1918675	0.1985814
14142.5	27443.4	0.290039	0.3001881
14142.5	10949.4	0.1053013	0.108986
14142.5	253143.4	0.1638235	0.1695561
14142.5	23277.4	0.05677053	0.05875706
14142.5	154810.4	0.3672772	0.380129
14142.5	23181.4	0.230995	0.239078
14142.5	25825.4	0.4429959	0.4584973
14142.5	2683.4	0.1609695	0.1666021
14142.5	5300.4	0.1729184	0.1789692
14142.5	83549.4	0.1414687	0.146419
14142.5	6950.4	0.1269739	0.131417
14142.5	55095.4	0.1326488	0.1372905
14142.5	1340.4	0.01154004	0.01194385
14142.5	55666.4	0.1849716	0.1914442
14142.5	6197.4	0.1862658	0.1927837
14142.5	23314.4	0.3064842	0.3172087
14142.5	5970.4	0.1507619	0.1560374
14142.5	644815.4	0.252139	0.2609619
14142.5	153339.4	0.119768	0.1239589
14142.5	5576.4	0.2286201	0.23662
14142.5	3959.4	0.02430771	0.02515829
14142.5	9842.4	0.2208223	0.2285494
14142.5	131566.4	0.2292977	0.2373214
14142.5	6309.4	0.2134408	0.2209095
14142.5	3068.4	0	0
14142.5	7832.4	0.107057	0.1108031
14142.5	605.4	0.1464733	0.1515987
14142.5	23633.4	0.1165989	0.1206789
14142.5	387921.4	0.1734972	0.1795683
14142.5	91408.4	0.07225962	0.07478815
14142.5	147179.4	0.08720818	0.09025979
14142.5	11080.4	0.159895	0.1654901
14142.5	10794.4	0.1573069	0.1628114
14142.5	3159.4	0.1446435	0.1497049
14142.5	84296.4	0.1613724	0.1670191
14142.5	55629.4	0.1486529	0.1538546
14142.5	10658.4	0.07219116	0.07471729
14142.5	23049.4	0.1296891	0.1342272
14142.5	91445.4	0.1438975	0.1489328
14142.5	54726.4	0.1839205	0.1903563
14142.5	54662.4	0.1388984	0.1437588
14142.5	10981.4	0.1537652	0.1591458
14142.5	51631.4	0.1191399	0.1233089
14142.5	25987.4	0.109354	0.1131806
14142.5	149603.4	0.06368661	0.06591515
14142.5	3151.4	0.1292882	0.1338123
14142.5	51524.4	0.09221128	0.09543796
14142.5	84924.4	0.1227011	0.1269947
14142.5	8673.4	0.08610726	0.08912035
14142.5	199857.4	0.218585	0.2262338
14142.5	22893.4	0.1097538	0.1135944
14142.5	3488.4	0.1506886	0.1559615
14142.5	1363.4	0.1658496	0.1716531
14142.5	5322.4	0.1635917	0.1693161
14142.5	26108.4	0.2264428	0.2343665
14142.5	55350.4	0.3275064	0.3389666
14142.5	645974.4	0.1398277	0.1447206
14142.5	340529.4	0.006687249	0.00692125
14142.5	55250.4	0.1266956	0.131129
14142.5	10905.4	0.06339587	0.06561423
14142.5	6870.4	0.1050717	0.1087484
14142.5	8540.4	0.1464303	0.1515542
14142.5	57102.4	0.03498901	0.03621335
14142.5	2016.4	0.2392136	0.2475842
14142.5	151887.4	0.2976518	0.3080673
14142.5	132720.4	0.1105565	0.1144251
14142.5	55311.4	0.1105464	0.1144147
14142.5	79002.4	0.1821653	0.1885397
14142.5	6648.4	0	0
14142.5	171389.4	0.2205462	0.2282636
14142.5	150350.4	0.1768598	0.1830485
14142.5	7693.4	0.1934105	0.2001784
14142.5	23207.4	0.08073458	0.08355966
14142.5	2334.4	0.2214101	0.2291577
14142.5	57713.4	0.1295175	0.1340496
14142.5	79694.4	0.2311168	0.2392041
14142.5	51337.4	0.222494	0.2302795
14142.5	81618.4	0.1493854	0.1546128
14142.5	1785.4	0.009883508	0.01022935
14142.5	3419.4	0.2538424	0.262725
14142.5	92591.4	0.1656008	0.1713955
14142.5	9526.4	0.01687843	0.01746905
14142.5	10279.4	0.2767324	0.2864159
14142.5	55131.4	0.1065865	0.1103162
14142.5	84872.4	0.2419709	0.250438
14142.5	7486.4	0.1414634	0.1464135
14142.5	8976.4	0.1804124	0.1867255
14142.5	151613.4	0.05767943	0.05969777
14142.5	79188.4	0.2262871	0.2342054
14142.5	10972.4	0.01358911	0.01406462
14142.5	6383.4	0	0
14142.5	8986.4	0.1826595	0.1890511
14142.5	154214.4	0.1714108	0.1774088
14142.5	376267.4	0.1030019	0.1066061
14142.5	100101267.4	0.19022	0.1968763
14142.5	26147.4	0.1920364	0.1987562
14142.5	4782.4	0.05168405	0.05349259
14142.5	4281.4	0.2582355	0.2672717
14142.5	5609.4	0.03404627	0.03523763
14142.5	9807.4	0.1596206	0.1652061
14142.5	57722.4	0.1886112	0.1952112
14142.5	64344.4	0.2309171	0.2389974
14142.5	55137.4	0.2746006	0.2842095
14142.5	2170.4	0.219468	0.2271477
14142.5	1964.4	0.03703173	0.03832756
14142.5	1017.4	0.2363326	0.2446025
14142.5	920.4	0.1808302	0.1871578
14142.5	79080.4	0.1122703	0.1161989
14142.5	541565.4	0.0901612	0.09331615
14142.5	144097.4	0.2469497	0.2555911
14142.5	51421.4	0.1886916	0.1952943
14142.5	100287482.4	0.2311168	0.2392041
14142.5	115019.4	0.186466	0.1929908
14142.5	57524.4	0.2314716	0.2395713
14142.5	339416.4	0.1196888	0.123877
14142.5	2596.4	0.1381659	0.1430006
14142.5	79650.4	0.1153021	0.1193368
14142.5	5155.4	0.03838912	0.03973244
14142.5	253430.4	0.1453685	0.1504553
14142.5	7260.4	0.04390919	0.04544568
14142.5	79899.4	0.2916387	0.3018438
14142.5	4921.4	0.2802323	0.2900383
14142.5	200030.4	0.1319299	0.1365464
14142.5	55654.4	0.05729452	0.05929938
14142.5	51258.4	0.06144344	0.06359348
14142.5	633.4	0.2579087	0.2669335
14142.5	401024.4	0.1606171	0.1662375
14142.5	27284.4	0.2570971	0.2660935
14142.5	1627.4	0.3103553	0.3212153
14142.5	100996928.4	0.1070536	0.1107996
14142.5	50810.4	0.2530779	0.2619337
14142.5	84804.4	0.2227684	0.2305636
14142.5	84084.4	0.130553	0.1351214
14142.5	55744.4	0.09418329	0.09747897
14142.5	729830.4	0.3092684	0.3200904
14142.5	440730.4	0.274568	0.2841758
14142.5	221184.4	0.2417914	0.2502522
14142.5	51009.4	0.1268894	0.1313295
14142.5	360.4	0.2373751	0.2456814
14142.5	57222.4	0.04439214	0.04594552
14142.5	79762.4	0.09401838	0.09730829
14142.5	1534.4	0.2030426	0.2101476
14142.5	31.4	0.2523106	0.2611395
14142.5	23351.4	0.1249405	0.1293124
14142.5	59286.4	0.02769354	0.0286626
14142.5	9146.4	0.2339919	0.2421798
14142.5	1364.4	0.3282903	0.3397779
14142.5	22859.4	0.3112256	0.3221161
14142.5	114897.4	0.2861647	0.2961783
14142.5	404217.4	0.180724	0.1870479
14142.5	23479.4	0.1215726	0.1258267
14142.5	79651.4	0.2521915	0.2610163
14142.5	529.4	0.07586747	0.07852225
14142.5	4733.4	0.2481717	0.2568557
14142.5	222643.4	0.1899077	0.196553
16422.5	3480.4	0.06407459	0.06631671
16422.5	10413.4	0.0005186327	0.0005367808
16422.5	3845.4	0.01162896	0.01203589
16422.5	894.4	0.02828368	0.02927339
16422.5	80829.4	0.106018	0.1097279
16422.5	134266.4	0.03396258	0.03515101
16422.5	8799.4	0.02223862	0.0230168
16422.5	146223.4	0.04948984	0.0512216
16422.5	375035.4	0.04786446	0.04953935
16422.5	2280.4	0.002207822	0.002285078
16422.5	161742.4	0.01202575	0.01244655
16422.5	3320.4	0	0
16422.5	6429.4	0.06589047	0.06819612
16422.5	415116.4	0.007261477	0.007515572
16422.5	5501.4	0.0498961	0.05164207
16422.5	5814.4	0.02700238	0.02794725
16422.5	203068.4	0	0
16422.5	7415.4	0	0
16422.5	6651.4	0.01452295	0.01503114
16422.5	1849.4	0.05853743	0.06058579
16422.5	7280.4	0.06718943	0.06954054
16422.5	6229.4	0	0
16422.5	100113407.4	0.09839936	0.1018426
16422.5	2193.4	0.08043288	0.0832474
16422.5	56889.4	0.03620844	0.03747546
16422.5	1072.4	0	0
16422.5	2794.4	0.006786703	0.007024185
16422.5	4193.4	0.01435136	0.01485354
16422.5	27443.4	0.01601269	0.01657301
16422.5	10949.4	0.08187722	0.08474229
16422.5	253143.4	0.03286176	0.03401167
16422.5	23277.4	0.06584431	0.06814835
16422.5	154810.4	0.07106368	0.07355036
16422.5	23181.4	0.03753524	0.03884868
16422.5	25825.4	0.06157688	0.0637316
16422.5	2683.4	0.02605795	0.02696978
16422.5	5300.4	0.02765235	0.02861997
16422.5	83549.4	0.01942286	0.02010251
16422.5	6950.4	0.05123311	0.05302587
16422.5	55095.4	0.0414898	0.04294163
16422.5	1340.4	0.04151516	0.04296787
16422.5	55333.4	0.01716859	0.01776935
16422.5	55666.4	0.00108137	0.001119209
16422.5	6197.4	0.0591738	0.06124442
16422.5	23314.4	2.220446e-16	2.298144e-16
16422.5	5970.4	0.04825536	0.04994392
16422.5	644815.4	0.03933827	0.0407148
16422.5	153339.4	0.07724271	0.07994561
16422.5	6541.4	2.220446e-16	2.298144e-16
16422.5	5576.4	0.03117717	0.03226813
16422.5	3959.4	0.01722109	0.01782369
16422.5	9842.4	0.04540318	0.04699194
16422.5	131566.4	0.0248773	0.02574782
16422.5	6309.4	0.1155969	0.1196419
16422.5	3068.4	0	0
16422.5	7832.4	0.007038474	0.007284766
16422.5	605.4	0.0007092347	0.0007340525
16422.5	23633.4	0.003493429	0.003615672
16422.5	387921.4	0.01211288	0.01253674
16422.5	91408.4	0.01808996	0.01872297
16422.5	147179.4	0.08429942	0.08724924
16422.5	58488.4	0.2071929	0.2144431
16422.5	11080.4	0.05978609	0.06187814
16422.5	10794.4	0.01352955	0.01400298
16422.5	3159.4	0.02145472	0.02220547
16422.5	84296.4	0.02974186	0.0307826
16422.5	55629.4	0.03983474	0.04122865
16422.5	10658.4	0.01450629	0.0150139
16422.5	23049.4	0.01679968	0.01738754
16422.5	91445.4	0.04528826	0.046873
16422.5	54726.4	0.08533806	0.08832423
16422.5	54662.4	0.03838385	0.03972699
16422.5	10981.4	0.0104317	0.01079673
16422.5	51631.4	0.002925407	0.003027774
16422.5	25987.4	0.06950427	0.07193638
16422.5	149603.4	0.03999099	0.04139037
16422.5	3151.4	0.05381588	0.05569902
16422.5	51524.4	0.003735286	0.003865992
16422.5	64282.4	0.0703281	0.07278904
16422.5	84924.4	0.002723325	0.00281862
16422.5	8673.4	0.007593569	0.007859285
16422.5	1500.4	0.01246531	0.0129015
16422.5	199857.4	0.0745548	0.07716364
16422.5	22893.4	0.03175098	0.03286202
16422.5	3488.4	0.02205776	0.02282961
16422.5	1363.4	0.009967625	0.01031641
16422.5	5322.4	0.03993249	0.04132982
16422.5	26108.4	0.02669688	0.02763107
16422.5	55350.4	0.1150056	0.1190299
16422.5	645974.4	0.001614153	0.001670636
16422.5	340529.4	0.001523153	0.001576452
16422.5	55250.4	0.1007857	0.1043124
16422.5	10905.4	0.01050267	0.01087019
16422.5	6870.4	0.005323001	0.005509264
16422.5	8540.4	0.02357414	0.02439905
16422.5	57102.4	0.07435147	0.07695319
16422.5	2016.4	0.07333839	0.07590466
16422.5	151887.4	0.1176348	0.1217511
16422.5	132720.4	2.220446e-16	2.298144e-16
16422.5	55311.4	0.05467326	0.0565864
16422.5	79002.4	0.07524693	0.07787999
16422.5	6648.4	0	0
16422.5	171389.4	0.07076061	0.07323669
16422.5	150350.4	0.1947276	0.2015416
16422.5	7693.4	0.03149688	0.03259903
16422.5	23207.4	0.02633169	0.0272531
16422.5	2334.4	0.002303367	0.002383967
16422.5	57713.4	0.1629276	0.1686288
16422.5	79694.4	0.05765432	0.05967178
16422.5	51337.4	0.04528978	0.04687457
16422.5	81618.4	0.002663891	0.002757106
16422.5	1785.4	0.07517155	0.07780197
16422.5	3419.4	0.04117755	0.04261845
16422.5	92591.4	0.02332488	0.02414107
16422.5	9526.4	0.07650328	0.0791803
16422.5	10279.4	0.08485105	0.08782018
16422.5	55131.4	0.04092287	0.04235485
16422.5	84872.4	0.04017155	0.04157724
16422.5	7486.4	0.09061782	0.09378874
16422.5	8976.4	0.01102388	0.01140963
16422.5	151613.4	0.03688096	0.03817151
16422.5	79188.4	0.008761107	0.009067678
16422.5	10972.4	0.003090486	0.003198629
16422.5	6383.4	0	0
16422.5	8986.4	0.02598946	0.02689889
16422.5	154214.4	0.0277742	0.02874608
16422.5	376267.4	0.07637316	0.07904563
16422.5	100101267.4	0.04098719	0.04242142
16422.5	26147.4	0.06127691	0.06342113
16422.5	4782.4	0.01122828	0.01162118
16422.5	4281.4	0.06493855	0.06721089
16422.5	5609.4	0.0399961	0.04139565
16422.5	9807.4	0.03830581	0.03964621
16422.5	57722.4	0.02611286	0.02702661
16422.5	64344.4	0.03838385	0.03972699
16422.5	55137.4	0.0002744074	0.0002840095
16422.5	2170.4	0.06328603	0.06550055
16422.5	1964.4	0.02093924	0.02167195
16422.5	1017.4	0.04890311	0.05061434
16422.5	920.4	0.07547354	0.07811453
16422.5	79080.4	0.01156407	0.01196872
16422.5	144097.4	0.07540949	0.07804824
16422.5	51421.4	0.02972541	0.03076557
16422.5	100287482.4	0.02441253	0.02526678
16422.5	115019.4	0.03559656	0.03684217
16422.5	57524.4	0.05480271	0.05672038
16422.5	339416.4	0.01977424	0.02046618
16422.5	2596.4	0.09476727	0.09808339
16422.5	79650.4	0.03946742	0.04084847
16422.5	5155.4	0.02633479	0.0272563
16422.5	253430.4	0.01679659	0.01738434
16422.5	7260.4	0.04589108	0.04749691
16422.5	79899.4	0.1757205	0.1818694
16422.5	4921.4	0.06797333	0.07035187
16422.5	200030.4	0.1052498	0.1089327
16422.5	55654.4	0.003730827	0.003861377
16422.5	51258.4	0.0650198	0.06729499
16422.5	633.4	0.0708653	0.07334503
16422.5	401024.4	0.03242924	0.03356402
16422.5	27284.4	0.07258006	0.0751198
16422.5	1627.4	0.03944787	0.04082824
16422.5	100996928.4	0.01848688	0.01913377
16422.5	50810.4	0.03753524	0.03884868
16422.5	84804.4	0.02719673	0.0281484
16422.5	84084.4	0.04290945	0.04441094
16422.5	55744.4	0.01344199	0.01391236
16422.5	729830.4	0.1020802	0.1056522
16422.5	440730.4	0.02598032	0.02688943
16422.5	221184.4	0.1085896	0.1123894
16422.5	51009.4	0.03387298	0.03505827
16422.5	360.4	0.08493486	0.08790692
16422.5	57222.4	0.06584431	0.06814835
16422.5	79762.4	0.1012281	0.1047703
16422.5	1534.4	0.08262775	0.08551908
16422.5	31.4	0.006116315	0.006330339
16422.5	23351.4	0.005167623	0.00534845
16422.5	59286.4	0.02518445	0.02606571
16422.5	9146.4	0.1410128	0.1459472
16422.5	1364.4	0.001870851	0.001936316
16422.5	22859.4	0.1175762	0.1216905
16422.5	114897.4	0.1241113	0.1284542
16422.5	404217.4	0.06466414	0.06692688
16422.5	23479.4	0.1115829	0.1154874
16422.5	79651.4	0.1206887	0.1249119
16422.5	529.4	0.0377325	0.03905285
16422.5	4733.4	0.09879912	0.1022563
16422.5	222643.4	0.002303367	0.002383967
14194.5	4091.4	0.06218453	0.06436051
14194.5	331.4	0.0123314	0.0127629
14194.5	9819.4	0.1191106	0.1232785
14194.5	10184.4	0.1567288	0.1622131
14194.5	120114.4	0.05316823	0.0550287
14194.5	10238.4	0.03979201	0.04118442
14194.5	4869.4	0.0001493899	0.0001546174
14194.5	7789.4	0.05447509	0.05638129
14194.5	56674.4	0.06418483	0.0664308
14194.5	64855.4	0.09380063	0.09708292
14194.5	113419.4	0.03569853	0.03694771
14194.5	552889.4	0.02660099	0.02753181
14194.5	23031.4	0.08473042	0.08769532
14194.5	84336.4	0.02166255	0.02242057
14194.5	79646.4	0.04912503	0.05084403
14194.5	167227.4	0.03972748	0.04111763
14194.5	93643.4	0.05511032	0.05703876
14194.5	5435.4	0.06421639	0.06646347
14194.5	55917.4	0.09418056	0.09747615
14194.5	54877.4	0.1257157	0.1301148
14194.5	114793.4	0.1073162	0.1110714
14194.5	8975.4	0.1082295	0.1120167
14194.5	26060.4	0.0659978	0.06830721
14194.5	900.4	0.03975893	0.04115018
14194.5	11097.4	0.0130763	0.01353387
14194.5	57695.4	0.02774617	0.02871707
14194.5	1432.4	0.02214719	0.02292218
14194.5	3572.4	0.01586586	0.01642104
14194.5	8227.4	0.001669395	0.001727811
14194.5	1690.4	0.2134894	0.2209599
14194.5	9673.4	0.09068713	0.09386048
14194.5	7283.4	0.08945822	0.09258857
14194.5	55670.4	0.09750588	0.1009178
14194.5	4026.4	0.03237222	0.033505
14194.5	2561.4	0.0193719	0.02004976
14194.5	29974.4	0.01449821	0.01500554
14194.5	5359.4	0.03480806	0.03602607
14194.5	8574.4	0.008146558	0.008431625
14194.5	8458.4	0.07667436	0.07935737
14194.5	6677.4	0.09162877	0.09483506
14194.5	317754.4	0.09162877	0.09483506
14194.5	162239.4	0.01482646	0.01534527
14194.5	9860.4	0.05194717	0.05376492
14194.5	54915.4	0.05304273	0.05489882
14194.5	5878.4	0.01607841	0.01664103
14194.5	140456.4	0.2530372	0.2618916
14194.5	771.4	0.1576104	0.1631256
14194.5	51531.4	0.03665638	0.03793907
14194.5	25913.4	0.03924504	0.04061832
14194.5	22998.4	0.04484203	0.04641116
14194.5	26259.4	0.01864909	0.01930166
14194.5	64321.4	0.02057576	0.02129575
14194.5	57222.4	0.009699374	0.01003878
14194.5	9081.4	0.00231818	0.002399299
14194.5	248.4	0.01092356	0.0113058
14194.5	10917.4	0.06983082	0.07227435
14194.5	400745.4	0.04301754	0.04452282
14194.5	114794.4	0.006053884	0.006265724
14194.5	84929.4	0.191151	0.1978398
16858.5	9429.4	0.07264158	0.07518347
16858.5	4774.4	0.02896808	0.02998174
16858.5	8313.4	0.05662889	0.05861046
16858.5	5908.4	0.03939979	0.04077847
16858.5	2649.4	0.06345785	0.06567838
16858.5	1654.4	0.009693692	0.0100329
16858.5	134266.4	0.02495488	0.02582811
16858.5	8799.4	0.04666126	0.04829405
16858.5	375035.4	0.05662889	0.05861046
16858.5	2280.4	0.009693692	0.0100329
16858.5	8650.4	0.03639057	0.03766396
16858.5	7171.4	0.02688703	0.02782787
16858.5	3304.4	0.07264158	0.07518347
16858.5	3209.4	0.1242508	0.1285987
16858.5	4191.4	0.0007508473	0.0007771212
16858.5	5890.4	0.02688703	0.02782787
16858.5	9991.4	0.1242508	0.1285987
16858.5	7528.4	0.01190151	0.01231797
16858.5	3837.4	0.01836843	0.01901119
16858.5	11079.4	0.0169453	0.01753825
16858.5	3150.4	0.03368335	0.03486201
16858.5	10491.4	0.03939979	0.04077847
16858.5	1718.4	0	0
16858.5	23181.4	0.03368335	0.03486201
16858.5	26994.4	0.02315174	0.02396187
16858.5	93643.4	0.03368335	0.03486201
16858.5	57142.4	0.003982039	0.004121379
16858.5	5576.4	0.02146145	0.02221244
16858.5	1871.4	0.05118686	0.052978
16858.5	55917.4	0.08678342	0.08982017
16858.5	160760.4	0.05118686	0.052978
16858.5	221178.4	0.04278702	0.04428423
16858.5	382.4	0.05118686	0.052978
16858.5	5326.4	0.06345785	0.06567838
16858.5	6526.4	0.08678342	0.08982017
16858.5	10762.4	0.03122295	0.03231551
16858.5	80742.4	0.03368335	0.03486201
16858.5	5292.4	0.03639057	0.03766396
16858.5	10395.4	0.03939979	0.04077847
16858.5	9925.4	0.02495488	0.02582811
16858.5	10725.4	0.05662889	0.05861046
16858.5	2739.4	0.01190151	0.01231797
16858.5	253943.4	0.02146145	0.02221244
16858.5	9550.4	0.07264158	0.07518347
16858.5	1408.4	0.04278702	0.04428423
16858.5	10658.4	0.008653935	0.008956756
16858.5	3021.4	0	0
16858.5	10042.4	0.03368335	0.03486201
16858.5	4289.4	0.04278702	0.04428423
16858.5	54874.4	0.07264158	0.07518347
16858.5	10981.4	0.04278702	0.04428423
16858.5	140735.4	0.008653935	0.008956756
16858.5	80031.4	0.08678342	0.08982017
16858.5	6427.4	0.0169453	0.01753825
16858.5	7705.4	0.02688703	0.02782787
16858.5	9655.4	0.02495488	0.02582811
16858.5	3122.4	0.01190151	0.01231797
16858.5	29126.4	0.08678342	0.08982017
16858.5	10111.4	0.04666126	0.04829405
16858.5	91283.4	0.04666126	0.04829405
16858.5	8633.4	0.03122295	0.03231551
16858.5	84864.4	0.04666126	0.04829405
16858.5	23165.4	0.07264158	0.07518347
16858.5	132720.4	0.04278702	0.04428423
16858.5	219287.4	0.01077506	0.01115211
16858.5	5618.4	0.04278702	0.04428423
16858.5	100885848.4	0.06345785	0.06567838
16858.5	54460.4	0.03639057	0.03766396
16858.5	79188.4	0.05662889	0.05861046
16858.5	11331.4	0.006687249	0.00692125
16858.5	283209.4	0.06345785	0.06567838
16858.5	79829.4	0.03939979	0.04077847
16858.5	23276.4	0.07264158	0.07518347
16858.5	11127.4	0.01987071	0.02056603
16858.5	163702.4	0.06345785	0.06567838
16858.5	1964.4	0.03639057	0.03766396
16858.5	23109.4	0.03939979	0.04077847
16858.5	57169.4	0.08678342	0.08982017
16858.5	23114.4	0.05118686	0.052978
16858.5	23096.4	0.06345785	0.06567838
16858.5	9741.4	0	0
16858.5	3799.4	0.07264158	0.07518347
16858.5	203190.4	0.05662889	0.05861046
16858.5	57674.4	0.01190151	0.01231797
16858.5	6856.4	0.01077506	0.01115211
16858.5	166336.4	0.03122295	0.03231551
16858.5	253639.4	0.03122295	0.03231551
16858.5	10971.4	0.03122295	0.03231551
16858.5	387712.4	0.05662889	0.05861046
16858.5	780776.4	0.02495488	0.02582811
