V1	TCGA.BC.A10Q.01A.11R.A130.13	TCGA.BC.A10Q.11A.11R.A130.13	TCGA.BC.A10R.01A.11R.A130.13	TCGA.BC.A10R.11A.11R.A130.13	TCGA.BC.A10T.01A.11R.A130.13	TCGA.BC.A10T.11A.11R.A130.13	TCGA.BC.A10U.01A.11R.A130.13	TCGA.BC.A10U.11A.11R.A130.13	TCGA.BC.A10W.01A.11R.A130.13	TCGA.BC.A10W.11A.11R.A130.13	TCGA.BC.A10X.01A.11R.A130.13	TCGA.BC.A10X.11A.11R.A130.13	TCGA.BC.A10Y.01A.11R.A130.13	TCGA.BC.A10Y.11A.11R.A130.13	TCGA.BC.A10Z.01A.11R.A130.13	TCGA.BC.A10Z.11A.11R.A130.13	TCGA.BC.A110.01A.11R.A130.13	TCGA.BC.A110.11A.11R.A130.13	TCGA.BC.A216.01A.11R.A154.13	TCGA.BC.A216.11A.11R.A154.13	TCGA.BD.A2L6.01A.11R.A214.13	TCGA.BD.A2L6.11A.21R.A214.13	TCGA.BD.A3EP.01A.11R.A22J.13	TCGA.BD.A3EP.11A.12R.A22J.13	TCGA.DD.A114.01A.11R.A130.13	TCGA.DD.A114.11A.12R.A130.13	TCGA.DD.A118.01A.11R.A130.13	TCGA.DD.A118.11A.11R.A130.13	TCGA.DD.A119.01A.11R.A130.13	TCGA.DD.A119.11A.11R.A130.13	TCGA.DD.A11A.01A.11R.A130.13	TCGA.DD.A11A.11A.11R.A130.13	TCGA.DD.A11B.01A.11R.A130.13	TCGA.DD.A11B.11A.11R.A130.13	TCGA.DD.A11C.01A.11R.A130.13	TCGA.DD.A11C.11A.11R.A130.13	TCGA.DD.A11D.01A.11R.A130.13	TCGA.DD.A11D.11A.12R.A130.13	TCGA.DD.A1EB.01A.11R.A130.13	TCGA.DD.A1EB.11A.11R.A130.13	TCGA.DD.A1EC.01A.21R.A130.13	TCGA.DD.A1EC.11A.11R.A130.13	TCGA.DD.A1EE.01A.11R.A130.13	TCGA.DD.A1EE.11A.11R.A130.13	TCGA.DD.A1EH.01A.11R.A130.13	TCGA.DD.A1EH.11A.11R.A130.13	TCGA.DD.A1EJ.01A.11R.A154.13	TCGA.DD.A1EJ.11A.11R.A154.13	TCGA.DD.A1EL.01A.11R.A154.13	TCGA.DD.A1EL.11A.11R.A154.13	TCGA.DD.A39V.01A.11R.A214.13	TCGA.DD.A39V.11A.11R.A214.13	TCGA.DD.A39W.01A.11R.A214.13	TCGA.DD.A39W.11A.11R.A214.13	TCGA.DD.A39X.01A.11R.A214.13	TCGA.DD.A39X.11A.11R.A214.13	TCGA.DD.A39Z.01A.11R.A214.13	TCGA.DD.A39Z.11A.21R.A214.13	TCGA.DD.A3A1.01A.11R.A214.13	TCGA.DD.A3A1.11A.11R.A214.13	TCGA.DD.A3A2.01A.11R.A214.13	TCGA.DD.A3A2.11A.11R.A214.13	TCGA.DD.A3A3.01A.11R.A22J.13	TCGA.DD.A3A3.11A.11R.A22J.13	TCGA.EP.A12J.01A.11R.A130.13	TCGA.EP.A12J.11A.11R.A130.13	TCGA.EP.A26S.01A.11R.A16S.13	TCGA.EP.A26S.11A.12R.A16S.13	TCGA.ES.A2HT.01A.12R.A17X.13	TCGA.ES.A2HT.11A.11R.A17X.13	TCGA.FV.A23B.01A.11R.A16S.13	TCGA.FV.A23B.11A.11R.A16S.13	TCGA.FV.A2QR.01A.11R.A214.13	TCGA.FV.A2QR.11A.11R.A214.13
hsa-mir-4742	 0.8727191	 0.9565168	 1.842184	 3.263505	 1.195891	 0.0000000	 2.118150	 0.7474163	 1.118301	 0.0000000	 0.8830999	 2.9321789	 3.103839	 0.000000	 0.000000	 0.9169457	 0.9638079	 2.6915512	 2.172718	 2.620220	 2.217872	 1.5066264	 2.2190927	 0.000000	 1.6012378	 1.8323416	 2.761520	 0.8071504	 2.244306	 2.709807	 1.166338	 2.8448195	 1.826050	 1.9575931	 0.000000	 0.000000	 1.636428	 1.5157148	 1.795161	 1.9046417	 1.780937	 1.9178190	 2.126947	 1.3973476	 2.580089	 1.2454475	 2.4937848	 2.0543420	 2.482679	 2.462914	 1.763617	 1.4091409	 2.7563474	 1.3607258	 3.626031	 1.4672694	 3.074575	 2.047105	 2.139030	 0.0000000	 0.000000	 2.057301	 2.078315	 1.6305050	 0.000000	 2.0138278	 2.046692	 1.3426721	 3.416187	 0.000000	 2.826789	 0.7111129	 2.9419099	 1.9480783
hsa-mir-4743	 0.0000000	 0.0000000	 0.000000	 0.000000	 1.195891	 0.6799983	 0.000000	 0.0000000	 0.000000	 0.9771123	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.9169457	 0.5609356	 0.0000000	 0.000000	 0.000000	 0.000000	 0.6904762	 0.0000000	 0.000000	 0.4924244	 0.7139478	 0.000000	 0.8071504	 1.167377	 0.000000	 0.000000	 0.0000000	 0.000000	 1.2881029	 0.000000	 0.000000	 0.000000	 0.0000000	 0.866721	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.7531428	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 1.1885885	 0.0000000	 0.000000	 0.0000000	 0.000000	 1.359734	 0.000000	 0.0000000	 0.000000	 0.000000	 1.384917	 0.0000000	 0.000000	 0.6850024	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-4744	 0.8727191	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 2.013931	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.7506147	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 1.289997	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 1.442116	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.149419	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 1.384917	 0.0000000	 1.346304	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-4745	 0.0000000	 0.9565168	 0.000000	 0.000000	 0.000000	 0.0000000	 1.417210	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 2.474623	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.7506147	 1.739479	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.8588675	 0.7139478	 0.000000	 0.0000000	 1.167377	 1.076195	 0.000000	 0.9133788	 1.826050	 0.7832753	 0.000000	 0.000000	 0.000000	 2.2384229	 1.795161	 0.6311805	 0.000000	 0.0000000	 2.126947	 0.0000000	 0.000000	 0.0000000	 1.9182038	 0.0000000	 0.000000	 1.089717	 0.000000	 0.0000000	 0.0000000	 0.0000000	 1.390079	 0.0000000	 1.043085	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 2.078315	 0.0000000	 1.346304	 0.6850024	 0.000000	 1.3426721	 0.000000	 0.000000	 1.335559	 0.0000000	 0.0000000	 0.0000000
hsa-mir-4746	 5.5961395	 2.2517117	 2.152951	 2.530949	 3.128488	 1.4887277	 3.844534	 1.8934145	 4.609887	 1.9655308	 1.4268916	 0.8711165	 6.844931	 2.544657	 6.176373	 1.4731259	 2.9360552	 0.0000000	 6.176800	 2.620220	 4.173366	 3.5153685	 3.2057072	 1.346039	 5.3091277	 2.0708813	 3.808126	 1.9996421	 3.083415	 1.076195	 3.748904	 0.0000000	 4.234160	 1.6613395	 4.798059	 3.702695	 3.067178	 1.5157148	 3.443894	 1.4040831	 4.664763	 2.3695422	 4.516740	 2.5613274	 4.175803	 1.9037485	 4.8477575	 2.7045838	 5.748930	 3.325759	 3.033238	 2.3616207	 3.3154321	 1.7451147	 3.626031	 2.6541931	 2.880446	 1.743975	 4.495876	 1.3694904	 3.223726	 2.057301	 5.310255	 2.0511356	 3.737773	 2.3933976	 3.580208	 1.3426721	 3.045509	 2.881829	 4.976119	 1.8271141	 3.8448434	 2.1160439
hsa-mir-4747	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.118301	 0.0000000	 0.0000000	 0.0000000	 1.333084	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 1.3216418	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.7133863	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-4748	 0.0000000	 0.0000000	 1.842184	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 2.799095	 0.000000	 1.038770	 0.9483783	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.424364	 0.8616253	 1.276670	 0.7531428	 0.0000000	 0.8386577	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.359402	 0.0000000	 0.000000	 0.000000	 0.000000	 0.7111129	 0.0000000	 0.0000000
hsa-mir-4749	 0.0000000	 0.9565168	 0.000000	 0.000000	 0.000000	 0.0000000	 1.417210	 0.0000000	 0.000000	 0.0000000	 0.8830999	 0.8711165	 1.333084	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.795344	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.7139478	 0.000000	 0.0000000	 1.804079	 0.000000	 0.000000	 0.0000000	 2.268576	 0.0000000	 0.000000	 0.000000	 1.636428	 0.9483783	 0.000000	 0.6311805	 1.149419	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.7531428	 0.0000000	 1.3655642	 0.000000	 0.000000	 1.136022	 0.0000000	 0.7133863	 0.0000000	 2.084697	 0.9126425	 0.000000	 0.834460	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 1.346304	 0.6850024	 2.046692	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.8762005	 0.0000000
hsa-mir-4750	 0.0000000	 0.0000000	 0.896730	 0.000000	 0.000000	 0.0000000	 2.118150	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.8711165	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 1.148841	 0.0000000	 0.0000000	 1.346039	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 1.4682720	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.9459877	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 1.5454468	 0.0000000	 0.000000	 0.0000000	 1.043085	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.8762005	 0.0000000
hsa-mir-4751	 0.0000000	 0.9565168	 2.152951	 2.530949	 0.000000	 1.4887277	 0.000000	 2.6848792	 0.000000	 1.9655308	 2.1300531	 1.8020830	 0.000000	 0.852624	 4.341726	 1.8735540	 1.5365017	 2.3490983	 1.117411	 1.680987	 0.000000	 0.6904762	 1.4997835	 0.000000	 0.0000000	 1.5463930	 4.503294	 1.7001094	 0.000000	 1.076195	 0.000000	 1.4682720	 0.000000	 3.4717689	 0.000000	 3.260922	 0.000000	 2.7176960	 0.866721	 1.4040831	 1.149419	 1.2565621	 1.424364	 1.3973476	 0.775173	 1.9037485	 3.0724590	 2.0543420	 0.000000	 0.000000	 0.000000	 1.4091409	 0.0000000	 1.7451147	 0.000000	 1.4672694	 0.000000	 1.359734	 0.000000	 1.7551822	 3.756271	 1.038452	 0.000000	 0.0000000	 0.000000	 0.0000000	 2.046692	 1.3426721	 2.545372	 1.374461	 0.000000	 0.0000000	 0.8762005	 0.0000000
hsa-mir-4752	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.6799983	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.8711165	 0.000000	 0.000000	 0.000000	 0.9169457	 0.0000000	 0.0000000	 1.117411	 0.000000	 0.000000	 0.6904762	 0.0000000	 0.000000	 0.0000000	 0.7139478	 0.000000	 0.0000000	 0.000000	 1.076195	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.7531428	 1.5124872	 0.8386577	 1.720135	 0.000000	 1.136022	 0.0000000	 0.0000000	 0.0000000	 2.084697	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-4753	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 1.417210	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 1.117411	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 1.184486	 0.0000000	 1.992775	 0.000000	 1.038770	 0.0000000	 0.000000	 0.0000000	 1.780937	 0.5490143	 0.000000	 0.0000000	 1.648091	 0.0000000	 1.5124872	 0.0000000	 1.720135	 0.000000	 1.136022	 0.0000000	 1.1885885	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 1.3694904	 0.000000	 1.636008	 0.000000	 0.0000000	 0.000000	 0.6850024	 0.000000	 0.0000000	 0.000000	 0.000000	 1.335559	 0.0000000	 0.0000000	 0.0000000
hsa-mir-4754	 0.0000000	 1.5266887	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 1.333084	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 1.305085	 0.000000	 1.5066264	 1.4997835	 0.000000	 0.4924244	 1.1893963	 3.273763	 0.8071504	 0.000000	 0.000000	 1.166338	 0.0000000	 2.606750	 1.9575931	 0.000000	 0.000000	 0.000000	 0.0000000	 0.866721	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.648091	 0.0000000	 1.9182038	 0.0000000	 2.978931	 0.000000	 1.136022	 0.8701831	 0.7133863	 0.0000000	 0.000000	 0.0000000	 1.642128	 0.834460	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.359402	 0.8222025	 0.000000	 0.000000	 0.000000	 0.0000000	 0.8762005	 0.9655940
hsa-mir-4755	 0.0000000	 0.9565168	 0.000000	 0.000000	 0.000000	 0.0000000	 1.417210	 0.0000000	 1.740635	 0.0000000	 0.8830999	 0.0000000	 0.000000	 0.852624	 1.549736	 0.0000000	 0.9638079	 0.0000000	 1.739479	 0.000000	 0.000000	 0.6904762	 0.0000000	 0.000000	 0.8588675	 0.7139478	 1.959975	 0.8071504	 0.000000	 1.685688	 1.802741	 2.1807226	 0.000000	 1.2881029	 0.000000	 0.000000	 0.000000	 0.0000000	 2.102341	 0.0000000	 0.000000	 0.5490143	 1.424364	 1.3973476	 0.000000	 0.0000000	 1.9182038	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 1.1885885	 0.0000000	 0.000000	 0.9126425	 0.000000	 0.834460	 1.094159	 0.0000000	 2.370439	 1.038452	 0.000000	 0.6079135	 1.346304	 0.0000000	 0.000000	 0.0000000	 1.773487	 1.374461	 1.335559	 0.0000000	 0.0000000	 0.0000000
hsa-mir-4756	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 1.038770	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.775173	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.834460	 1.094159	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 2.017019	 0.0000000	 0.0000000	 0.5621166
hsa-mir-4757	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 1.417210	 0.0000000	 0.000000	 0.9771123	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.4924244	 0.0000000	 0.000000	 0.0000000	 1.167377	 0.000000	 0.000000	 0.0000000	 0.000000	 0.7832753	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.780937	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.7133863	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.6079135	 0.000000	 1.1475732	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.7111129	 1.4174177	 1.2805413
hsa-mir-4758	 0.0000000	 0.0000000	 1.842184	 0.000000	 0.000000	 0.0000000	 1.417210	 0.0000000	 1.118301	 0.0000000	 1.4268916	 0.0000000	 1.333084	 0.852624	 0.000000	 0.0000000	 0.9638079	 1.2418518	 0.000000	 0.000000	 1.780189	 0.6904762	 0.0000000	 0.000000	 0.4924244	 0.7139478	 2.761520	 0.0000000	 1.804079	 1.076195	 3.993942	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 2.649012	 0.9483783	 0.000000	 0.0000000	 0.000000	 0.0000000	 2.126947	 0.0000000	 1.648091	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 1.763617	 0.0000000	 0.7133863	 0.0000000	 2.551587	 0.0000000	 1.043085	 0.000000	 2.139030	 0.0000000	 0.000000	 1.038452	 2.544660	 0.0000000	 1.346304	 2.2160599	 0.000000	 0.0000000	 2.545372	 0.000000	 0.000000	 0.0000000	 2.1184061	 0.0000000
hsa-mir-4759	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.852624	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-4760	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 1.1403048	 0.000000	 0.7474163	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.852624	 1.549736	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 1.8323416	 0.000000	 0.0000000	 0.000000	 1.076195	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.5490143	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.834460	 0.000000	 0.8414873	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-4761	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.7474163	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.7133863	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.8762005	 0.0000000
hsa-mir-4762	 2.3661274	 1.5266887	 0.896730	 1.951480	 0.000000	 1.4887277	 3.225494	 1.6023386	 2.174002	 2.2851314	 2.1300531	 1.4104257	 2.013931	 1.772877	 0.000000	 0.9169457	 0.5609356	 1.6076397	 2.505457	 1.305085	 2.553219	 1.5066264	 0.9365918	 0.000000	 2.3414365	 0.7139478	 2.761520	 2.2475508	 2.854026	 1.076195	 2.852411	 0.0000000	 0.000000	 1.9575931	 1.992775	 0.000000	 1.038770	 0.9483783	 1.795161	 2.2755502	 0.000000	 0.0000000	 2.126947	 1.3973476	 2.888024	 1.2454475	 1.9182038	 0.8386577	 0.000000	 1.703387	 2.199507	 0.8701831	 0.7133863	 1.7451147	 0.000000	 0.9126425	 2.064154	 0.834460	 1.094159	 1.3694904	 2.370439	 1.636008	 0.000000	 1.0342910	 2.492571	 1.7785528	 2.860596	 0.0000000	 0.000000	 2.065373	 2.017019	 0.7111129	 1.4174177	 2.1160439
hsa-mir-4763	 0.0000000	 0.0000000	 0.000000	 1.541914	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 1.333084	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.4924244	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 1.166338	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.866721	 1.0687833	 0.000000	 0.5490143	 0.000000	 0.0000000	 0.775173	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 1.642128	 0.834460	 1.094159	 0.0000000	 2.370439	 0.000000	 0.000000	 0.0000000	 0.000000	 0.6850024	 0.000000	 0.0000000	 0.000000	 0.000000	 1.335559	 0.0000000	 0.0000000	 0.0000000
hsa-mir-4764	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.118301	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 1.166338	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 1.404373	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.9459877	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.9126425	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 1.384917	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.8762005	 0.0000000
hsa-mir-4765	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.8071504	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-4766	 0.0000000	 1.5266887	 0.896730	 1.541914	 1.840655	 1.4887277	 1.417210	 2.3427544	 2.506817	 2.5466121	 0.0000000	 1.4104257	 2.474623	 1.772877	 1.549736	 0.9169457	 1.2783873	 0.7506147	 1.117411	 1.305085	 1.148841	 0.6904762	 1.4997835	 1.346039	 0.4924244	 1.8323416	 0.000000	 2.8069459	 0.000000	 2.112835	 1.166338	 1.4682720	 0.000000	 1.9575931	 1.992775	 0.000000	 2.057771	 0.9483783	 0.866721	 1.0687833	 1.149419	 1.5121474	 1.424364	 1.3973476	 0.775173	 1.6118245	 1.9182038	 1.7506735	 4.834715	 0.000000	 1.763617	 1.4091409	 0.7133863	 1.3607258	 2.084697	 0.0000000	 0.000000	 0.834460	 2.139030	 2.0592119	 4.144367	 1.038452	 2.078315	 0.6079135	 1.346304	 1.1475732	 2.046692	 2.0258838	 0.000000	 0.000000	 1.335559	 1.1853166	 2.1184061	 0.9655940
