GENE	SCORE_UNRANKED_UNPROP	SCORE_UNRANKED_PROP	SCORE_RANKED_PROP	PVALUE
ENSG00000174579	0.0	0.009841014691622853	8651.0	0.897
ENSG00000174586	0.0	0.0005963286824165398	576.0	0.36
ENSG00000174600	0.024970907228525775	0.004531794826441088	4995.0	0.288
ENSG00000174606	0.0	0.004672256748146457	5119.0	0.691
ENSG00000174607	0.09123080952562372	0.01763507599511811	11938.0	0.032
ENSG00000174611	0.06276500232973266	0.0072612797367112665	7044.0	0.179
ENSG00000174628	0.0	0.0006151943674801911	671.0	0.564
ENSG00000174640	0.020784087050481466	0.0027105553691186184	3378.0	0.86
ENSG00000174652	1.3296428252854283e-05	0.005690899204035329	5916.0	0.845
ENSG00000174669	0.0	0.0014830394155614724	2087.0	0.845
ENSG00000174672	1.3390917841730015e-05	0.004470970350644033	4941.0	0.809
ENSG00000174684	0.0966125191103198	0.010931651687116826	9239.0	0.366
ENSG00000174695	0.03550109525646134	0.03550109525646134	15028.0	0.034
ENSG00000174697	0.08782493120842805	0.01928797110552605	12397.0	0.193
ENSG00000174705	0.05560681263500597	0.009955591390920494	8719.0	0.884
ENSG00000174718	0.0	0.002220405553872109	2843.0	0.465
ENSG00000174720	0.05100406911963505	0.028465655977622996	14228.0	0.847
ENSG00000174721	0.009035100668621645	0.009035100668621645	8167.0	0.147
ENSG00000174738	0.004315813837019407	0.01835562653814265	12152.0	0.584
ENSG00000174740	0.0	0.0018071656781382976	2406.0	0.783
ENSG00000174744	0.018707071498979853	0.03615603751244033	15092.0	0.167
ENSG00000174748	0.036873168706872385	0.036646762703624054	15135.0	0.778
ENSG00000174749	0.0	0.010555632590557251	9037.0	0.21
ENSG00000174775	0.04007043254062747	0.08442981885920928	16753.0	0.671
ENSG00000174780	0.014735193678637988	0.025634302915307144	13810.0	0.473
ENSG00000174788	1.3390917841730015e-05	0.002089797367943167	2732.0	0.815
ENSG00000174791	0.01931614411094866	0.015296375999329726	11137.0	0.03
ENSG00000174792	0.027163513168645455	0.0033339379691813484	3961.0	0.715
ENSG00000174796	0.0	0.001651258270367666	2216.0	0.806
ENSG00000174799	0.05336931500635524	0.10668002974427945	16935.0	0.527
ENSG00000174804	0.0486682209958228	0.014400185108796173	10789.0	0.731
ENSG00000174807	1.3175724115190644e-05	0.0013048812111704628	1896.0	0.621
ENSG00000174808	1.3390917841730015e-05	1.3390917841730015e-05	93.5	0.573
ENSG00000174827	0.032895726641061586	0.04519719027735022	15686.0	0.176
ENSG00000174837	0.008885114388771286	0.008885114388771286	8097.0	0.38
ENSG00000174839	0.0	0.005455245667558843	5755.0	0.88
